filename,phase,selected_attempt,attempts_run,BlockDetection.P,BlockDetection.Recall,BlockDetection.F1-Score,BlockDetection.HitRate,LineDetection.P,LineDetection.Recall,LineDetection.F1-Score,LineDetection.Accuracy
buggy_1.sol,warmup,2,3,0.8611111111111112,0.62,0.7209302325581396,0.8611111111111112,0.8387096774193549,1.0,0.9122807017543859,0.9758454106280193
buggy_2.sol,warmup,3,3,0.7906976744186046,0.5964912280701754,0.6799999999999999,0.7906976744186046,0.7777777777777778,1.0,0.8750000000000001,0.9673469387755103
buggy_3.sol,warmup,1,3,0.797752808988764,0.5725806451612904,0.6666666666666666,0.797752808988764,0.7837837837837838,1.0,0.8787878787878788,0.9692307692307692
buggy_4.sol,warmup,2,3,0.7654320987654321,0.62,0.6850828729281768,0.7654320987654321,0.7027027027027027,1.0,0.8253968253968255,0.9502262443438914
buggy_5.sol,warmup,1,3,0.6730769230769231,0.175,0.27777777777777773,0.6730769230769231,0.75,0.4666666666666667,0.5753424657534245,0.9317180616740088
buggy_6.sol,eval,2,2,1.0,0.4842105263157895,0.6524822695035462,1.0,1.0,0.9090909090909091,0.9523809523809523,0.9887323943661972
buggy_7.sol,eval,2,2,1.0,0.46,0.6301369863013699,1.0,1.0,0.8888888888888888,0.9411764705882353,0.986449864498645
buggy_8.sol,eval,3,3,0.603448275862069,0.175,0.2713178294573643,0.603448275862069,0.6774193548387096,0.4666666666666667,0.5526315789473684,0.9251101321585903
buggy_9.sol,eval,2,2,1.0,0.5405405405405406,0.7017543859649124,1.0,1.0,1.0,1.0,1.0
buggy_10.sol,eval,2,2,1.0,0.5454545454545454,0.7058823529411764,1.0,1.0,1.0,1.0,1.0
buggy_11.sol,eval,2,2,1.0,0.4052631578947368,0.5767790262172284,1.0,1.0,0.7954545454545454,0.8860759493670886,0.9767441860465116
buggy_12.sol,eval,2,2,0.8588235294117647,0.33181818181818185,0.4786885245901639,0.8588235294117647,0.8974358974358975,0.6730769230769231,0.7692307692307692,0.9595375722543352
buggy_13.sol,eval,1,3,0.5862068965517241,0.5543478260869565,0.5698324022346367,0.5862068965517241,0.5526315789473685,0.9130434782608695,0.6885245901639344,0.92578125
buggy_14.sol,eval,2,2,1.0,0.578125,0.7326732673267327,1.0,1.0,1.0,1.0,1.0
buggy_15.sol,eval,2,2,0.5862068965517241,0.5543478260869565,0.5698324022346367,0.5862068965517241,0.5526315789473685,0.9130434782608695,0.6885245901639344,0.92578125
