filename,phase,selected_attempt,attempts_run,BlockDetection.P,BlockDetection.Recall,BlockDetection.F1-Score,BlockDetection.HitRate,LineDetection.P,LineDetection.Recall,LineDetection.F1-Score,LineDetection.Accuracy
buggy_1.sol,warmup,1,1,0.8611111111111112,0.62,0.7209302325581396,0.8611111111111112,0.8387096774193549,1.0,0.9122807017543859,0.9758454106280193
buggy_2.sol,warmup,1,1,0.723404255319149,0.5964912280701754,0.6538461538461539,0.723404255319149,0.717948717948718,1.0,0.835820895522388,0.9551020408163265
buggy_3.sol,warmup,1,1,0.8255813953488372,0.5725806451612904,0.6761904761904762,0.8255813953488372,0.8055555555555556,1.0,0.8923076923076924,0.9730769230769231
buggy_4.sol,warmup,1,1,0.7209302325581395,0.62,0.6666666666666666,0.7209302325581395,0.65,1.0,0.787878787878788,0.9366515837104072
buggy_5.sol,warmup,1,1,0.6730769230769231,0.175,0.27777777777777773,0.6730769230769231,0.75,0.4666666666666667,0.5753424657534245,0.9317180616740088
buggy_6.sol,eval,1,1,1.0,0.4842105263157895,0.6524822695035462,1.0,1.0,0.9090909090909091,0.9523809523809523,0.9887323943661972
buggy_7.sol,eval,1,1,1.0,0.46,0.6301369863013699,1.0,1.0,0.8888888888888888,0.9411764705882353,0.986449864498645
buggy_8.sol,eval,1,1,0.6730769230769231,0.175,0.27777777777777773,0.6730769230769231,0.75,0.4666666666666667,0.5753424657534245,0.9317180616740088
buggy_9.sol,eval,1,1,1.0,0.5405405405405406,0.7017543859649124,1.0,1.0,1.0,1.0,1.0
buggy_10.sol,eval,1,1,1.0,0.5454545454545454,0.7058823529411764,1.0,1.0,1.0,1.0,1.0
buggy_11.sol,eval,1,1,1.0,0.4052631578947368,0.5767790262172284,1.0,1.0,0.7954545454545454,0.8860759493670886,0.9767441860465116
buggy_12.sol,eval,1,1,0.9240506329113924,0.33181818181818185,0.488294314381271,0.9240506329113924,0.9459459459459459,0.6730769230769231,0.7865168539325843,0.9633911368015414
buggy_13.sol,eval,1,1,0.5714285714285714,0.5652173913043478,0.5683060109289616,0.5714285714285714,0.525,0.9130434782608695,0.6666666666666667,0.91796875
buggy_14.sol,eval,1,1,0.8222222222222222,0.578125,0.6788990825688074,0.8222222222222222,0.8333333333333334,1.0,0.9090909090909091,0.9810725552050473
buggy_15.sol,eval,1,1,0.6219512195121951,0.5543478260869565,0.5862068965517241,0.6219512195121951,0.5675675675675675,0.9130434782608695,0.6999999999999998,0.9296875
buggy_16.sol,eval,1,1,1.0,0.2846153846153846,0.44311377245508987,1.0,1.0,0.6333333333333333,0.7755102040816326,0.9573643410852714
buggy_17.sol,eval,1,1,0.9222222222222223,0.4368421052631579,0.5928571428571429,0.9222222222222223,0.875,0.7954545454545454,0.8333333333333334,0.9649122807017544
buggy_18.sol,eval,1,1,1.0,0.21875,0.358974358974359,1.0,1.0,0.5333333333333333,0.6956521739130436,0.9582089552238806
buggy_19.sol,eval,1,1,0.9690721649484536,0.5402298850574713,0.6937269372693727,0.9690721649484536,0.9743589743589743,1.0,0.9870129870129869,0.9974747474747475
buggy_20.sol,eval,1,1,1.0,0.46,0.6301369863013699,1.0,1.0,0.8888888888888888,0.9411764705882353,0.990234375
buggy_21.sol,eval,1,1,0.9772727272727273,0.5058823529411764,0.6666666666666666,0.9772727272727273,0.9722222222222222,0.9459459459459459,0.9589041095890412,0.994263862332696
buggy_22.sol,eval,1,1,1.0,0.3695652173913043,0.5396825396825397,1.0,1.0,0.75,0.8571428571428571,0.9789303079416531
buggy_23.sol,eval,1,1,1.0,0.3674698795180723,0.5374449339207048,1.0,1.0,0.75,0.8571428571428571,0.9833333333333333
buggy_24.sol,eval,1,1,1.0,0.29615384615384616,0.45697329376854595,1.0,1.0,0.65,0.787878787878788,0.9791459781529295
buggy_25.sol,eval,1,1,0.9594594594594594,0.5725806451612904,0.7171717171717172,0.9594594594594594,0.9666666666666667,1.0,0.983050847457627,0.9969135802469136
buggy_26.sol,eval,1,1,0.9594594594594594,0.5298507462686567,0.6826923076923077,0.9594594594594594,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9929824561403509
buggy_27.sol,eval,1,1,1.0,0.23846153846153847,0.38509316770186336,1.0,1.0,0.5666666666666667,0.7234042553191489,0.9566666666666667
buggy_28.sol,eval,1,1,1.0,0.5274725274725275,0.6906474820143885,1.0,1.0,0.975609756097561,0.9876543209876543,0.9973753280839895
buggy_29.sol,eval,1,1,1.0,0.625,0.7692307692307693,1.0,1.0,1.0,1.0,1.0
buggy_30.sol,eval,1,1,1.0,0.3076923076923077,0.47058823529411764,1.0,1.0,0.6666666666666666,0.8,0.9794871794871794
buggy_31.sol,eval,1,1,0.9444444444444444,0.6071428571428571,0.7391304347826088,0.9444444444444444,0.9545454545454546,1.0,0.9767441860465117,0.9967320261437909
